date,header,rating,content,seat_type,value_for_money,recommended,id,seat_comfort,cabin_staff_service,food_&_beverages,inflight_entertainment,aircraft,type_of_traveller,route,date_flown,ground_service,wifi_&_connectivity,airline_name,country,verified_trip
2011-03-14,Japan airlines customer review,3.0,Not informed,Business Class,1,False,28,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Japan Airlines,Japan,False
2011-03-14,Japan airlines customer review,4.0,Not informed,Business Class,1,False,29,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Japan Airlines,Japan,False
2011-04-04,Japan airlines customer review,9.0,Not informed,Economy Class,1,True,30,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Japan Airlines,Japan,False
2011-04-10,Japan airlines customer review,9.0,Not informed,Business Class,1,True,31,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Japan Airlines,Japan,False
2011-04-24,Japan airlines customer review,9.0,Not informed,Business Class,1,True,32,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Japan Airlines,Japan,False
2011-05-10,Japan airlines customer review,8.0,Not informed,Business Class,1,True,33,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Japan Airlines,Japan,False
2011-05-11,Japan airlines customer review,10.0,Not informed,Business Class,1,True,34,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Japan Airlines,Japan,False
2011-05-21,Japan airlines customer review,8.0,Not informed,Economy Class,1,True,35,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Japan Airlines,Japan,False
2011-05-21,Japan airlines customer review,10.0,Not informed,Economy Class,1,True,36,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Japan Airlines,Japan,False
2011-05-30,Japan airlines customer review,2.0,Not informed,Economy Class,1,False,37,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Japan Airlines,Japan,False
2011-06-25,Japan airlines customer review,7.0,Not informed,Business Class,1,True,38,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Japan Airlines,Japan,False
2011-06-30,Japan airlines customer review,6.0,Not informed,Economy Class,1,False,39,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Japan Airlines,Japan,False
2011-07-06,Japan airlines customer review,7.0,Not informed,Economy Class,1,True,40,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Japan Airlines,Japan,False
2011-07-21,Japan airlines customer review,2.0,Not informed,Economy Class,1,False,41,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Japan Airlines,Japan,False
2011-07-24,Japan airlines customer review,10.0,Not informed,Economy Class,1,True,42,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Japan Airlines,Japan,False
2011-08-02,Japan airlines customer review,7.0,Not informed,Economy Class,1,True,43,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Japan Airlines,Japan,False
2011-08-18,Japan airlines customer review,10.0,Not informed,Premium Economy,1,True,44,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Japan Airlines,Japan,False
2011-08-21,Japan airlines customer review,8.0,Not informed,Economy Class,1,True,45,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Japan Airlines,Japan,False
2011-08-23,Japan airlines customer review,10.0,Not informed,Economy Class,1,True,46,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Japan Airlines,Japan,False
2011-08-24,Japan airlines customer review,9.0,Not informed,Economy Class,1,True,47,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Japan Airlines,Japan,False
2011-08-29,Japan airlines customer review,Not informed,Not informed,Premium Economy,1,False,48,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Japan Airlines,Japan,False
2011-09-01,Japan airlines customer review,Not informed,Not informed,Economy Class,1,False,49,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Japan Airlines,Japan,False
2011-09-10,Japan airlines customer review,10.0,Not informed,Economy Class,1,True,50,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Japan Airlines,Japan,False
2011-09-21,Japan airlines customer review,4.0,Not informed,Economy Class,1,False,51,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Japan Airlines,Japan,False
2011-10-09,Japan airlines customer review,2.0,Not informed,Premium Economy,1,False,52,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Japan Airlines,Japan,False
2011-10-09,Japan airlines customer review,9.0,Not informed,First Class,1,True,53,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Japan Airlines,Japan,False
2011-10-12,Japan airlines customer review,9.0,Not informed,Business Class,1,True,54,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Japan Airlines,Japan,False
2011-10-16,Japan airlines customer review,5.0,Not informed,Premium Economy,1,True,55,1.0,1.0,1.0,1.0,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Japan Airlines,Japan,False
2011-10-17,Japan airlines customer review,10.0,Not informed,Economy Class,1,True,56,1.0,1.0,1.0,1.0,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Japan Airlines,Japan,False
2011-12-12,Japan airlines customer review,10.0,Not informed,Business Class,1,True,57,1.0,1.0,1.0,1.0,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Japan Airlines,Japan,False
2012-01-09,Japan airlines customer review,6.0,Not informed,Premium Economy,1,True,58,1.0,1.0,1.0,1.0,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Japan Airlines,Japan,False
2012-01-19,Japan airlines customer review,10.0,Not informed,Business Class,1,True,59,1.0,1.0,1.0,1.0,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Japan Airlines,Japan,False
2012-01-30,Japan airlines customer review,9.0,Not informed,Premium Economy,1,True,60,1.0,1.0,1.0,1.0,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Japan Airlines,Japan,False
2012-02-28,Japan airlines customer review,8.0,Not informed,Business Class,1,True,61,1.0,1.0,1.0,1.0,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Japan Airlines,Japan,False
2012-02-29,Japan airlines customer review,6.0,Not informed,Business Class,1,True,62,1.0,1.0,1.0,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Japan Airlines,Japan,False
2012-03-12,Japan airlines customer review,6.0,Not informed,First Class,1,True,63,1.0,1.0,1.0,1.0,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Japan Airlines,Japan,False
2012-04-12,Japan airlines customer review,9.0,Not informed,Economy Class,1,True,64,1.0,1.0,1.0,1.0,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Japan Airlines,Japan,False
2012-04-25,Japan airlines customer review,2.0,Not informed,Economy Class,1,False,65,1.0,1.0,1.0,1.0,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Japan Airlines,Japan,False
2012-05-20,Japan airlines customer review,3.0,Not informed,Business Class,1,False,66,1.0,1.0,1.0,1.0,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Japan Airlines,Japan,False
2012-05-27,Japan airlines customer review,9.0,Not informed,Business Class,1,True,67,1.0,1.0,1.0,1.0,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Japan Airlines,Japan,False
2012-06-17,Japan airlines customer review,8.0,Not informed,Economy Class,1,True,68,1.0,1.0,1.0,1.0,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Japan Airlines,Japan,False
2012-06-17,Japan airlines customer review,9.0,Not informed,Business Class,1,True,69,1.0,1.0,1.0,1.0,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Japan Airlines,Japan,False
2012-06-18,Japan airlines customer review,9.0,Not informed,Economy Class,1,True,70,1.0,1.0,1.0,1.0,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Japan Airlines,Japan,False
2012-06-19,Japan airlines customer review,8.0,Not informed,Economy Class,1,True,71,1.0,1.0,1.0,1.0,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Japan Airlines,Japan,False
2012-07-15,Japan airlines customer review,7.0,Not informed,Economy Class,1,True,72,1.0,1.0,1.0,1.0,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Japan Airlines,Japan,False
2012-07-22,Japan airlines customer review,8.0,Not informed,Economy Class,1,True,73,1.0,1.0,1.0,1.0,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Japan Airlines,Japan,False
2012-08-02,Japan airlines customer review,9.0,Not informed,Economy Class,1,True,74,1.0,1.0,1.0,1.0,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Japan Airlines,Japan,False
2012-08-09,Japan airlines customer review,9.0,Not informed,Business Class,1,True,75,1.0,1.0,1.0,1.0,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Japan Airlines,Japan,False
2012-09-05,Japan airlines customer review,10.0,Not informed,Economy Class,1,True,76,1.0,1.0,1.0,1.0,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Japan Airlines,Japan,False
2012-10-07,Japan airlines customer review,10.0,Not informed,Business Class,1,True,77,1.0,1.0,1.0,1.0,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Japan Airlines,Japan,False
2012-10-08,Japan airlines customer review,5.0,Not informed,Premium Economy,1,False,78,1.0,1.0,1.0,1.0,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Japan Airlines,Japan,False
2012-10-12,Japan airlines customer review,6.0,Not informed,Business Class,1,True,79,1.0,1.0,1.0,1.0,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Japan Airlines,Japan,False
2012-11-14,Japan airlines customer review,10.0,Not informed,Economy Class,1,True,80,1.0,1.0,1.0,1.0,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Japan Airlines,Japan,False
2012-11-16,Japan airlines customer review,10.0,Not informed,Business Class,1,True,81,1.0,1.0,1.0,1.0,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Japan Airlines,Japan,False
2012-11-19,Japan airlines customer review,Not informed,Not informed,Business Class,1,False,82,1.0,1.0,1.0,1.0,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Japan Airlines,Japan,False
2012-12-20,Japan airlines customer review,10.0,Not informed,Economy Class,1,True,83,1.0,1.0,1.0,1.0,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Japan Airlines,Japan,False
2012-12-21,Japan airlines customer review,9.0,Not informed,Business Class,1,True,84,1.0,1.0,1.0,1.0,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Japan Airlines,Japan,False
2012-12-30,Japan airlines customer review,8.0,Not informed,Economy Class,1,True,85,1.0,1.0,1.0,1.0,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Japan Airlines,Japan,False
2013-01-25,Japan airlines customer review,2.0,Not informed,Economy Class,1,False,86,1.0,1.0,1.0,1.0,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Japan Airlines,Japan,False
2013-02-22,Japan airlines customer review,7.0,Not informed,Economy Class,1,True,87,1.0,1.0,1.0,1.0,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Japan Airlines,Japan,False
2013-02-25,Japan airlines customer review,7.0,Not informed,Economy Class,1,True,88,1.0,1.0,1.0,1.0,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Japan Airlines,Japan,False
2013-02-27,Japan airlines customer review,3.0,Not informed,Premium Economy,1,False,89,1.0,1.0,1.0,1.0,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Japan Airlines,Japan,False
2013-02-27,Japan airlines customer review,8.0,Not informed,Economy Class,1,True,90,1.0,1.0,1.0,1.0,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Japan Airlines,Japan,False
2013-03-01,Japan airlines customer review,Not informed,Not informed,Premium Economy,1,False,91,1.0,1.0,1.0,1.0,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Japan Airlines,Japan,False
2013-03-06,Japan airlines customer review,7.0,Not informed,Business Class,1,True,92,1.0,1.0,1.0,1.0,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Japan Airlines,Japan,False
2013-04-04,Japan airlines customer review,7.0,Not informed,Economy Class,1,True,93,1.0,1.0,1.0,1.0,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Japan Airlines,Japan,False
2013-05-06,Japan airlines customer review,10.0,Not informed,Premium Economy,1,True,94,1.0,1.0,1.0,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Japan Airlines,Japan,False
2013-05-13,Japan airlines customer review,4.0,Not informed,Economy Class,1,False,95,1.0,1.0,1.0,1.0,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Japan Airlines,Japan,False
2013-05-16,Japan airlines customer review,3.0,Not informed,Economy Class,1,False,96,1.0,1.0,1.0,1.0,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Japan Airlines,Japan,False
2013-05-16,Japan airlines customer review,3.0,Not informed,Economy Class,1,False,97,1.0,1.0,1.0,1.0,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Japan Airlines,Japan,False
2013-06-04,Japan airlines customer review,2.0,Not informed,Business Class,1,False,98,1.0,1.0,1.0,1.0,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Japan Airlines,Japan,False
2013-06-09,Japan airlines customer review,8.0,Not informed,Economy Class,1,True,99,1.0,1.0,1.0,1.0,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Japan Airlines,Japan,False
2013-06-10,Japan airlines customer review,5.0,Not informed,Business Class,1,True,100,1.0,1.0,1.0,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Japan Airlines,Japan,False
2013-07-03,Japan airlines customer review,9.0,Not informed,Economy Class,1,True,101,1.0,1.0,1.0,1.0,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Japan Airlines,Japan,False
2013-07-07,Japan airlines customer review,10.0,Not informed,Business Class,1,True,102,1.0,1.0,1.0,1.0,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Japan Airlines,Japan,False
2013-07-31,Japan airlines customer review,6.0,Not informed,Economy Class,1,False,103,1.0,1.0,1.0,1.0,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Japan Airlines,Japan,False
2013-08-04,Japan airlines customer review,7.0,Not informed,Economy Class,1,True,104,1.0,1.0,1.0,1.0,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Japan Airlines,Japan,False
2013-08-04,Japan airlines customer review,10.0,Not informed,Economy Class,1,True,105,1.0,1.0,1.0,1.0,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Japan Airlines,Japan,False
2013-08-21,Japan airlines customer review,3.0,Not informed,Business Class,1,False,106,1.0,1.0,1.0,1.0,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Japan Airlines,Japan,False
2013-09-30,Japan airlines customer review,10.0,Not informed,Economy Class,1,True,107,1.0,1.0,1.0,1.0,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Japan Airlines,Japan,False
2013-10-15,Japan airlines customer review,7.0,Not informed,Business Class,1,False,108,1.0,1.0,1.0,1.0,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Japan Airlines,Japan,False
2013-10-29,Japan airlines customer review,7.0,Not informed,Premium Economy,1,True,109,1.0,1.0,1.0,1.0,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Japan Airlines,Japan,False
2013-11-10,Japan airlines customer review,2.0,Not informed,Economy Class,1,False,110,1.0,1.0,1.0,1.0,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Japan Airlines,Japan,False
2013-11-19,Japan airlines customer review,10.0,Not informed,Economy Class,1,True,111,1.0,1.0,1.0,1.0,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Japan Airlines,Japan,False
2013-11-27,Japan airlines customer review,8.0,Not informed,Economy Class,1,True,112,1.0,1.0,1.0,1.0,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Japan Airlines,Japan,False
2014-01-02,Japan airlines customer review,9.0,Not informed,Business Class,1,True,113,1.0,1.0,1.0,1.0,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Japan Airlines,Japan,False
2014-01-02,Japan airlines customer review,10.0,Not informed,First Class,1,True,114,1.0,1.0,1.0,1.0,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Japan Airlines,Japan,False
2014-01-10,Japan airlines customer review,10.0,Not informed,Economy Class,1,True,115,1.0,1.0,1.0,1.0,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Japan Airlines,Japan,False
2014-01-20,Japan airlines customer review,6.0,Not informed,Economy Class,1,False,116,1.0,1.0,1.0,1.0,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Japan Airlines,Japan,False
2014-02-11,Japan airlines customer review,7.0,Not informed,Economy Class,1,True,117,1.0,1.0,1.0,1.0,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Japan Airlines,Japan,False
2014-02-17,Japan airlines customer review,8.0,Not informed,Economy Class,1,True,118,1.0,1.0,1.0,1.0,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Japan Airlines,Japan,False
2014-03-06,Japan airlines customer review,1.0,Not informed,Economy Class,1,False,119,1.0,1.0,1.0,1.0,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Japan Airlines,Japan,False
2014-03-13,Japan airlines customer review,4.0,Not informed,Business Class,1,False,120,1.0,1.0,1.0,1.0,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Japan Airlines,Japan,False
2014-03-24,Japan airlines customer review,10.0,Not informed,Economy Class,1,True,121,1.0,1.0,1.0,1.0,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Japan Airlines,Japan,False
2014-03-24,Japan airlines customer review,9.0,Not informed,Economy Class,1,True,122,1.0,1.0,1.0,1.0,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Japan Airlines,Japan,False
2014-03-26,Japan airlines customer review,7.0,Not informed,Economy Class,1,True,123,1.0,1.0,1.0,1.0,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Japan Airlines,Japan,False
2014-03-28,Japan airlines customer review,7.0,Not informed,Business Class,1,True,124,1.0,1.0,1.0,1.0,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Japan Airlines,Japan,False
2014-04-07,Japan airlines customer review,5.0,Not informed,Business Class,1,False,125,1.0,1.0,1.0,1.0,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Japan Airlines,Japan,False
2014-04-22,Japan airlines customer review,10.0,Not informed,First Class,1,True,126,1.0,1.0,1.0,1.0,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Japan Airlines,Japan,False
2014-05-16,Japan airlines customer review,8.0,Not informed,Premium Economy,1,True,127,1.0,1.0,1.0,1.0,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Japan Airlines,Japan,False
2014-05-17,Japan airlines customer review,7.0,Not informed,Economy Class,1,True,128,1.0,1.0,1.0,1.0,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Japan Airlines,Japan,False
2014-05-26,Japan airlines customer review,7.0,Not informed,Economy Class,1,True,129,1.0,1.0,1.0,1.0,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Japan Airlines,Japan,False
2014-05-27,Japan airlines customer review,9.0,Not informed,Business Class,1,True,130,1.0,1.0,1.0,1.0,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Japan Airlines,Japan,False
2014-06-02,Japan airlines customer review,8.0,Not informed,Economy Class,1,True,131,1.0,1.0,1.0,1.0,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Japan Airlines,Japan,False
2014-06-08,Japan airlines customer review,10.0,Not informed,Business Class,1,True,132,1.0,1.0,1.0,1.0,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Japan Airlines,Japan,False
2014-06-23,Japan airlines customer review,10.0,Not informed,Economy Class,1,True,133,1.0,1.0,1.0,1.0,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Japan Airlines,Japan,False
2014-08-14,Japan airlines customer review,10.0,Not informed,Economy Class,1,True,134,1.0,1.0,1.0,1.0,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Japan Airlines,Japan,False
2014-09-06,Japan airlines customer review,9.0,Not informed,Business Class,1,True,135,1.0,1.0,1.0,1.0,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Japan Airlines,Japan,False
2014-09-22,Japan airlines customer review,9.0,Not informed,Premium Economy,1,True,136,1.0,1.0,1.0,1.0,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Japan Airlines,Japan,False
2014-10-01,Japan airlines customer review,9.0,Not informed,Economy Class,1,True,137,1.0,1.0,1.0,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Japan Airlines,Japan,False
2014-10-22,Japan airlines customer review,2.0,Not informed,Business Class,1,False,138,1.0,1.0,1.0,1.0,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Japan Airlines,Japan,False
