date,header,rating,content,seat_type,seat_comfort,cabin_staff_service,food_&_beverages,inflight_entertainment,value_for_money,recommended,id,aircraft,type_of_traveller,route,date_flown,ground_service,wifi_&_connectivity,airline_name,country,verified_trip
2014-02-18,Lufthansa customer review,8,Not informed,Economy Class,1.0,1.0,1.0,1.0,1,True,56,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Deutsche Lufthansa AG,Germany,False
2014-02-18,Lufthansa customer review,9,Not informed,Economy Class,1.0,1.0,1.0,1.0,1,True,57,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Deutsche Lufthansa AG,Germany,False
2014-02-20,Lufthansa customer review,10,Not informed,Economy Class,1.0,1.0,1.0,1.0,1,True,58,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Deutsche Lufthansa AG,Germany,False
2014-02-20,Lufthansa customer review,8,Not informed,Economy Class,1.0,1.0,1.0,1.0,1,True,59,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Deutsche Lufthansa AG,Germany,False
2014-02-21,Lufthansa customer review,6,Not informed,Economy Class,1.0,1.0,1.0,1.0,1,True,60,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Deutsche Lufthansa AG,Germany,False
2014-02-24,Lufthansa customer review,9,Not informed,Economy Class,1.0,1.0,1.0,1.0,1,True,61,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Deutsche Lufthansa AG,Germany,False
2014-02-25,Lufthansa customer review,9,Not informed,Business Class,1.0,1.0,1.0,1.0,1,True,62,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Deutsche Lufthansa AG,Germany,False
2014-02-25,Lufthansa customer review,6,Not informed,Economy Class,1.0,1.0,1.0,1.0,1,False,63,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Deutsche Lufthansa AG,Germany,False
2014-02-25,Lufthansa customer review,9,Not informed,Business Class,1.0,1.0,1.0,1.0,1,True,64,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Deutsche Lufthansa AG,Germany,False
2014-02-25,Lufthansa customer review,6,Not informed,Economy Class,1.0,1.0,1.0,1.0,1,False,65,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Deutsche Lufthansa AG,Germany,False
2014-02-26,Lufthansa customer review,10,Not informed,Economy Class,1.0,1.0,1.0,1.0,1,True,66,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Deutsche Lufthansa AG,Germany,False
2014-02-28,Lufthansa customer review,9,Not informed,Economy Class,1.0,1.0,1.0,1.0,1,True,67,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Deutsche Lufthansa AG,Germany,False
2014-03-03,Lufthansa customer review,7,Not informed,Economy Class,1.0,1.0,1.0,1.0,1,True,68,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Deutsche Lufthansa AG,Germany,False
2014-03-03,Lufthansa customer review,3,Not informed,Business Class,1.0,1.0,1.0,1.0,1,False,69,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Deutsche Lufthansa AG,Germany,False
2014-03-03,Lufthansa customer review,7,Not informed,Economy Class,1.0,1.0,1.0,1.0,1,False,70,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Deutsche Lufthansa AG,Germany,False
2014-03-03,Lufthansa customer review,7,Not informed,Economy Class,1.0,1.0,1.0,1.0,1,False,71,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Deutsche Lufthansa AG,Germany,False
2014-03-04,Lufthansa customer review,8,Not informed,Economy Class,1.0,1.0,1.0,1.0,1,True,72,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Deutsche Lufthansa AG,Germany,False
2014-03-04,Lufthansa customer review,7,Not informed,Business Class,1.0,1.0,1.0,1.0,1,True,73,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Deutsche Lufthansa AG,Germany,False
2014-03-04,Lufthansa customer review,7,Not informed,Business Class,1.0,1.0,1.0,1.0,1,True,74,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Deutsche Lufthansa AG,Germany,False
2014-03-04,Lufthansa customer review,7,Not informed,Business Class,1.0,1.0,1.0,1.0,1,True,75,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Deutsche Lufthansa AG,Germany,False
2014-03-04,Lufthansa customer review,10,Not informed,Economy Class,1.0,1.0,1.0,1.0,1,True,76,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Deutsche Lufthansa AG,Germany,False
2014-03-05,Lufthansa customer review,10,Not informed,Economy Class,1.0,1.0,1.0,1.0,1,True,77,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Deutsche Lufthansa AG,Germany,False
2014-03-06,Lufthansa customer review,7,Not informed,Economy Class,1.0,1.0,1.0,1.0,1,True,78,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Deutsche Lufthansa AG,Germany,False
2014-03-07,Lufthansa customer review,10,Not informed,Business Class,1.0,1.0,1.0,1.0,1,True,79,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Deutsche Lufthansa AG,Germany,False
2014-03-07,Lufthansa customer review,10,Not informed,Business Class,1.0,1.0,1.0,1.0,1,True,80,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Deutsche Lufthansa AG,Germany,False
2014-03-07,Lufthansa customer review,2,Not informed,Economy Class,1.0,1.0,1.0,1.0,1,False,81,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Deutsche Lufthansa AG,Germany,False
2014-03-10,Lufthansa customer review,9,Not informed,Business Class,1.0,1.0,1.0,1.0,1,True,82,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Deutsche Lufthansa AG,Germany,False
2014-03-10,Lufthansa customer review,3,Not informed,Business Class,1.0,1.0,1.0,1.0,1,False,83,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Deutsche Lufthansa AG,Germany,False
2014-03-10,Lufthansa customer review,3,Not informed,Business Class,1.0,1.0,1.0,1.0,1,False,84,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Deutsche Lufthansa AG,Germany,False
2014-03-11,Lufthansa customer review,10,Not informed,Economy Class,1.0,1.0,1.0,1.0,1,True,85,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Deutsche Lufthansa AG,Germany,False
2014-03-11,Lufthansa customer review,10,Not informed,Economy Class,1.0,1.0,1.0,1.0,1,True,86,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Deutsche Lufthansa AG,Germany,False
2014-03-11,Lufthansa customer review,9,Not informed,Economy Class,1.0,1.0,1.0,1.0,1,True,87,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Deutsche Lufthansa AG,Germany,False
2014-03-11,Lufthansa customer review,10,Not informed,Premium Economy,1.0,1.0,1.0,1.0,1,True,88,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Deutsche Lufthansa AG,Germany,False
2014-03-13,Lufthansa customer review,9,Not informed,First Class,1.0,1.0,1.0,1.0,1,True,89,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Deutsche Lufthansa AG,Germany,False
2014-03-17,Lufthansa customer review,4,Not informed,Economy Class,1.0,1.0,1.0,1.0,1,True,90,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Deutsche Lufthansa AG,Germany,False
2014-03-17,Lufthansa customer review,10,Not informed,Economy Class,1.0,1.0,1.0,1.0,1,True,91,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Deutsche Lufthansa AG,Germany,False
2014-03-17,Lufthansa customer review,10,Not informed,Economy Class,1.0,1.0,1.0,1.0,1,True,92,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Deutsche Lufthansa AG,Germany,False
2014-03-17,Lufthansa customer review,5,Not informed,Economy Class,1.0,1.0,1.0,1.0,1,True,93,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Deutsche Lufthansa AG,Germany,False
2014-03-17,Lufthansa customer review,4,Not informed,Economy Class,1.0,1.0,1.0,1.0,1,True,94,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Deutsche Lufthansa AG,Germany,False
2014-03-18,Lufthansa customer review,7,Not informed,Economy Class,1.0,1.0,1.0,1.0,1,True,95,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Deutsche Lufthansa AG,Germany,False
2014-03-18,Lufthansa customer review,5,Not informed,First Class,1.0,1.0,1.0,1.0,1,True,96,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Deutsche Lufthansa AG,Germany,False
2014-03-18,Lufthansa customer review,9,Not informed,Economy Class,1.0,1.0,1.0,1.0,1,True,97,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Deutsche Lufthansa AG,Germany,False
2014-03-18,Lufthansa customer review,8,Not informed,Economy Class,1.0,1.0,1.0,1.0,1,True,98,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Deutsche Lufthansa AG,Germany,False
2014-03-21,Lufthansa customer review,9,Not informed,Economy Class,1.0,1.0,1.0,1.0,1,True,99,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Deutsche Lufthansa AG,Germany,False
2014-03-21,Lufthansa customer review,7,Not informed,Economy Class,1.0,1.0,1.0,1.0,1,True,100,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Deutsche Lufthansa AG,Germany,False
2014-03-21,Lufthansa customer review,10,Not informed,Economy Class,1.0,1.0,1.0,Not informed,1,True,101,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Deutsche Lufthansa AG,Germany,False
2014-03-21,Lufthansa customer review,10,Not informed,Economy Class,1.0,1.0,1.0,Not informed,1,True,102,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Deutsche Lufthansa AG,Germany,False
2014-03-21,Lufthansa customer review,4,Not informed,Economy Class,1.0,1.0,1.0,1.0,1,True,103,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Deutsche Lufthansa AG,Germany,False
2014-03-21,Lufthansa customer review,10,Not informed,Economy Class,1.0,1.0,1.0,Not informed,1,True,104,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Deutsche Lufthansa AG,Germany,False
2014-03-22,Lufthansa customer review,4,Not informed,Economy Class,1.0,1.0,1.0,1.0,1,True,105,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Deutsche Lufthansa AG,Germany,False
2014-03-22,Lufthansa customer review,4,Not informed,Economy Class,1.0,1.0,1.0,1.0,1,True,106,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Deutsche Lufthansa AG,Germany,False
2014-03-24,Lufthansa customer review,2,Not informed,Economy Class,1.0,1.0,1.0,1.0,1,True,107,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Deutsche Lufthansa AG,Germany,False
2014-03-24,Lufthansa customer review,10,Not informed,Economy Class,1.0,1.0,1.0,1.0,1,True,108,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Deutsche Lufthansa AG,Germany,False
2014-03-24,Lufthansa customer review,8,Not informed,Economy Class,1.0,1.0,1.0,1.0,1,True,109,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Deutsche Lufthansa AG,Germany,False
2014-03-24,Lufthansa customer review,7,Not informed,Economy Class,1.0,1.0,1.0,1.0,1,True,110,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Deutsche Lufthansa AG,Germany,False
2014-03-24,Lufthansa customer review,7,Not informed,Economy Class,1.0,1.0,1.0,1.0,1,True,111,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Deutsche Lufthansa AG,Germany,False
2014-03-26,Lufthansa customer review,6,Not informed,Economy Class,Not informed,1.0,1.0,1.0,1,True,112,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Deutsche Lufthansa AG,Germany,False
2014-03-26,Lufthansa customer review,1,Not informed,Economy Class,1.0,1.0,1.0,1.0,1,False,113,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Deutsche Lufthansa AG,Germany,False
2014-03-27,Lufthansa customer review,8,Not informed,Economy Class,1.0,1.0,1.0,1.0,1,True,114,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Deutsche Lufthansa AG,Germany,False
2014-03-27,Lufthansa customer review,4,Not informed,Economy Class,1.0,1.0,1.0,1.0,1,False,115,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Deutsche Lufthansa AG,Germany,False
2014-03-28,Lufthansa customer review,6,Not informed,Economy Class,1.0,1.0,1.0,1.0,1,True,116,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Deutsche Lufthansa AG,Germany,False
2014-03-29,Lufthansa customer review,10,Not informed,Economy Class,1.0,1.0,1.0,1.0,1,True,117,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Deutsche Lufthansa AG,Germany,False
2014-03-30,Lufthansa customer review,9,Not informed,Economy Class,1.0,1.0,1.0,1.0,1,True,118,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Deutsche Lufthansa AG,Germany,False
2014-03-30,Lufthansa customer review,5,Not informed,Economy Class,1.0,1.0,1.0,1.0,1,True,119,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Deutsche Lufthansa AG,Germany,False
2014-03-30,Lufthansa customer review,9,Not informed,Economy Class,1.0,1.0,1.0,1.0,1,True,120,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Deutsche Lufthansa AG,Germany,False
2014-03-30,Lufthansa customer review,5,Not informed,Economy Class,1.0,1.0,1.0,1.0,1,True,121,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Deutsche Lufthansa AG,Germany,False
2014-03-31,Lufthansa customer review,8,Not informed,Economy Class,1.0,1.0,1.0,1.0,1,True,122,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Deutsche Lufthansa AG,Germany,False
2014-03-31,Lufthansa customer review,8,Not informed,Economy Class,1.0,1.0,1.0,1.0,1,True,123,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Deutsche Lufthansa AG,Germany,False
2014-03-31,Lufthansa customer review,6,Not informed,Economy Class,1.0,1.0,1.0,1.0,1,True,124,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Deutsche Lufthansa AG,Germany,False
2014-04-01,Lufthansa customer review,7,Not informed,Economy Class,1.0,1.0,1.0,1.0,1,True,125,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Deutsche Lufthansa AG,Germany,False
2014-04-01,Lufthansa customer review,10,Not informed,Economy Class,1.0,1.0,1.0,1.0,1,True,126,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Deutsche Lufthansa AG,Germany,False
2014-04-01,Lufthansa customer review,1,Not informed,Business Class,1.0,1.0,1.0,1.0,1,False,127,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Deutsche Lufthansa AG,Germany,False
2014-04-02,Lufthansa customer review,7,Not informed,First Class,1.0,1.0,1.0,1.0,1,True,128,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Deutsche Lufthansa AG,Germany,False
2014-04-02,Lufthansa customer review,10,Not informed,Economy Class,1.0,1.0,1.0,1.0,1,True,129,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Deutsche Lufthansa AG,Germany,False
2014-04-06,Lufthansa customer review,9,Not informed,Economy Class,1.0,1.0,1.0,1.0,1,True,130,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Deutsche Lufthansa AG,Germany,False
2014-04-06,Lufthansa customer review,7,Not informed,Economy Class,1.0,1.0,1.0,1.0,1,True,131,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Deutsche Lufthansa AG,Germany,False
2014-04-06,Lufthansa customer review,4,Not informed,Economy Class,1.0,1.0,1.0,1.0,1,False,132,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Deutsche Lufthansa AG,Germany,False
2014-04-08,Lufthansa customer review,10,Not informed,Economy Class,1.0,1.0,1.0,1.0,1,True,133,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Deutsche Lufthansa AG,Germany,False
2014-04-10,Lufthansa customer review,6,Not informed,Economy Class,1.0,1.0,1.0,1.0,1,True,134,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Deutsche Lufthansa AG,Germany,False
2014-04-10,Lufthansa customer review,8,Not informed,Economy Class,1.0,1.0,1.0,1.0,1,True,135,Not informed,Not informed,Not informed,Not informed,Not informed,Not informed,Deutsche Lufthansa AG,Germany,False
