date,header,rating,content,seat_type,seat_comfort,cabin_staff_service,food_&_beverages,inflight_entertainment,value_for_money,recommended,id,aircraft,type_of_traveller,route,date_flown,ground_service,wifi_&_connectivity,airline_name,country,verified_trip
2013-04-16,China southern airlines customer review,9.0,Not informed,Business Class,5.0,5.0,4.0,4.0,5.0,True,29,Not informed,Not informed,Not informed,Not informed,-1.0,-1.0,China Southern Airlines,China,False
2013-04-17,China southern airlines customer review,8.0,Not informed,Economy Class,4.0,4.0,3.0,3.0,4.0,True,30,Not informed,Not informed,Not informed,Not informed,-1.0,-1.0,China Southern Airlines,China,False
2013-04-21,China southern airlines customer review,7.0,Not informed,Business Class,3.0,5.0,4.0,4.0,4.0,True,31,Not informed,Not informed,Not informed,Not informed,-1.0,-1.0,China Southern Airlines,China,False
2013-04-22,China southern airlines customer review,6.0,Not informed,Economy Class,3.0,3.0,2.0,2.0,4.0,True,32,Not informed,Not informed,Not informed,Not informed,-1.0,-1.0,China Southern Airlines,China,False
2013-04-28,China southern airlines customer review,10.0,Not informed,Business Class,5.0,4.0,3.0,3.0,5.0,True,33,Not informed,Not informed,Not informed,Not informed,-1.0,-1.0,China Southern Airlines,China,False
2013-04-28,China southern airlines customer review,9.0,Not informed,Economy Class,5.0,5.0,4.0,4.0,5.0,True,34,Not informed,Not informed,Not informed,Not informed,-1.0,-1.0,China Southern Airlines,China,False
2013-05-05,China southern airlines customer review,7.0,Not informed,Business Class,3.0,5.0,4.0,3.0,4.0,True,35,Not informed,Not informed,Not informed,Not informed,-1.0,-1.0,China Southern Airlines,China,False
2013-05-10,China southern airlines customer review,2.0,Not informed,Economy Class,3.0,1.0,1.0,1.0,2.0,False,36,Not informed,Not informed,Not informed,Not informed,-1.0,-1.0,China Southern Airlines,China,False
2013-05-12,China southern airlines customer review,6.0,Not informed,Economy Class,3.0,3.0,3.0,2.0,2.0,True,37,Not informed,Not informed,Not informed,Not informed,-1.0,-1.0,China Southern Airlines,China,False
2013-05-13,China southern airlines customer review,5.0,Not informed,Economy Class,3.0,3.0,2.0,2.0,3.0,False,38,Not informed,Not informed,Not informed,Not informed,-1.0,-1.0,China Southern Airlines,China,False
2013-05-13,China southern airlines customer review,7.0,Not informed,Economy Class,4.0,4.0,3.0,2.0,3.0,True,39,Not informed,Not informed,Not informed,Not informed,-1.0,-1.0,China Southern Airlines,China,False
2013-05-13,China southern airlines customer review,7.0,Not informed,Economy Class,4.0,4.0,3.0,2.0,3.0,True,40,Not informed,Not informed,Not informed,Not informed,-1.0,-1.0,China Southern Airlines,China,False
2013-05-14,China southern airlines customer review,7.0,Not informed,Premium Economy,5.0,4.0,2.0,5.0,4.0,True,41,Not informed,Not informed,Not informed,Not informed,-1.0,-1.0,China Southern Airlines,China,False
2013-05-15,China southern airlines customer review,5.0,Not informed,Business Class,4.0,4.0,3.0,2.0,3.0,False,42,Not informed,Not informed,Not informed,Not informed,-1.0,-1.0,China Southern Airlines,China,False
2013-05-15,China southern airlines customer review,5.0,Not informed,Business Class,4.0,4.0,3.0,2.0,3.0,False,43,Not informed,Not informed,Not informed,Not informed,-1.0,-1.0,China Southern Airlines,China,False
2013-05-16,China southern airlines customer review,9.0,Not informed,Economy Class,4.0,5.0,5.0,3.0,5.0,True,44,Not informed,Not informed,Not informed,Not informed,-1.0,-1.0,China Southern Airlines,China,False
2013-05-19,China southern airlines customer review,7.0,Not informed,Economy Class,4.0,3.0,3.0,3.0,5.0,True,45,Not informed,Not informed,Not informed,Not informed,-1.0,-1.0,China Southern Airlines,China,False
2013-05-20,China southern airlines customer review,10.0,Not informed,Economy Class,5.0,5.0,5.0,4.0,5.0,True,46,Not informed,Not informed,Not informed,Not informed,-1.0,-1.0,China Southern Airlines,China,False
2013-05-22,China southern airlines customer review,9.0,Not informed,Economy Class,4.0,5.0,4.0,-1.0,5.0,True,47,Not informed,Not informed,Not informed,Not informed,-1.0,-1.0,China Southern Airlines,China,False
2013-05-23,China southern airlines customer review,3.0,Not informed,Economy Class,3.0,1.0,3.0,1.0,3.0,False,48,Not informed,Not informed,Not informed,Not informed,-1.0,-1.0,China Southern Airlines,China,False
2013-05-27,China southern airlines customer review,10.0,Not informed,Business Class,5.0,5.0,5.0,5.0,5.0,True,49,Not informed,Not informed,Not informed,Not informed,-1.0,-1.0,China Southern Airlines,China,False
2013-05-27,China southern airlines customer review,2.0,Not informed,Economy Class,2.0,2.0,2.0,3.0,3.0,False,50,Not informed,Not informed,Not informed,Not informed,-1.0,-1.0,China Southern Airlines,China,False
2013-05-27,China southern airlines customer review,2.0,Not informed,Economy Class,2.0,2.0,2.0,3.0,3.0,False,51,Not informed,Not informed,Not informed,Not informed,-1.0,-1.0,China Southern Airlines,China,False
2013-05-28,China southern airlines customer review,10.0,Not informed,Premium Economy,5.0,5.0,4.0,4.0,5.0,True,52,Not informed,Not informed,Not informed,Not informed,-1.0,-1.0,China Southern Airlines,China,False
2013-05-29,China southern airlines customer review,1.0,Not informed,Business Class,1.0,1.0,1.0,-1.0,1.0,False,53,Not informed,Not informed,Not informed,Not informed,-1.0,-1.0,China Southern Airlines,China,False
2013-05-30,China southern airlines customer review,1.0,Not informed,Economy Class,1.0,2.0,3.0,1.0,2.0,False,54,Not informed,Not informed,Not informed,Not informed,-1.0,-1.0,China Southern Airlines,China,False
2013-06-02,China southern airlines customer review,6.0,Not informed,Economy Class,2.0,3.0,3.0,1.0,4.0,True,55,Not informed,Not informed,Not informed,Not informed,-1.0,-1.0,China Southern Airlines,China,False
2013-06-02,China southern airlines customer review,9.0,Not informed,Economy Class,4.0,4.0,4.0,4.0,4.0,True,56,Not informed,Not informed,Not informed,Not informed,-1.0,-1.0,China Southern Airlines,China,False
2013-06-03,China southern airlines customer review,9.0,Not informed,Economy Class,3.0,5.0,4.0,3.0,5.0,True,57,Not informed,Not informed,Not informed,Not informed,-1.0,-1.0,China Southern Airlines,China,False
2013-06-10,China southern airlines customer review,5.0,Not informed,Economy Class,4.0,3.0,3.0,3.0,4.0,True,58,Not informed,Not informed,Not informed,Not informed,-1.0,-1.0,China Southern Airlines,China,False
2013-06-10,China southern airlines customer review,8.0,Not informed,Economy Class,4.0,4.0,4.0,-1.0,5.0,True,59,Not informed,Not informed,Not informed,Not informed,-1.0,-1.0,China Southern Airlines,China,False
2013-06-12,China southern airlines customer review,-1.0,Not informed,Economy Class,3.0,2.0,3.0,3.0,2.0,False,60,Not informed,Not informed,Not informed,Not informed,-1.0,-1.0,China Southern Airlines,China,False
2013-06-13,China southern airlines customer review,8.0,Not informed,First Class,4.0,5.0,4.0,-1.0,4.0,True,61,Not informed,Not informed,Not informed,Not informed,-1.0,-1.0,China Southern Airlines,China,False
2013-06-19,China southern airlines customer review,6.0,Not informed,Economy Class,3.0,2.0,2.0,3.0,5.0,True,62,Not informed,Not informed,Not informed,Not informed,-1.0,-1.0,China Southern Airlines,China,False
2013-06-21,China southern airlines customer review,9.0,Not informed,Economy Class,4.0,5.0,4.0,4.0,5.0,True,63,Not informed,Not informed,Not informed,Not informed,-1.0,-1.0,China Southern Airlines,China,False
2013-06-23,China southern airlines customer review,8.0,Not informed,Economy Class,4.0,5.0,3.0,3.0,5.0,True,64,Not informed,Not informed,Not informed,Not informed,-1.0,-1.0,China Southern Airlines,China,False
2013-06-23,China southern airlines customer review,10.0,Not informed,Business Class,4.0,5.0,4.0,4.0,4.0,True,65,Not informed,Not informed,Not informed,Not informed,-1.0,-1.0,China Southern Airlines,China,False
2013-06-23,China southern airlines customer review,7.0,Not informed,Economy Class,5.0,3.0,3.0,4.0,5.0,True,66,Not informed,Not informed,Not informed,Not informed,-1.0,-1.0,China Southern Airlines,China,False
2013-06-25,China southern airlines customer review,1.0,Not informed,Economy Class,2.0,2.0,1.0,1.0,3.0,False,67,Not informed,Not informed,Not informed,Not informed,-1.0,-1.0,China Southern Airlines,China,False
2013-06-25,China southern airlines customer review,1.0,Not informed,Economy Class,2.0,2.0,1.0,1.0,3.0,False,68,Not informed,Not informed,Not informed,Not informed,-1.0,-1.0,China Southern Airlines,China,False
2013-06-25,China southern airlines customer review,8.0,Not informed,Economy Class,3.0,4.0,4.0,-1.0,5.0,True,69,Not informed,Not informed,Not informed,Not informed,-1.0,-1.0,China Southern Airlines,China,False
2013-06-30,China southern airlines customer review,9.0,Not informed,Economy Class,4.0,5.0,4.0,3.0,5.0,True,70,Not informed,Not informed,Not informed,Not informed,-1.0,-1.0,China Southern Airlines,China,False
2013-07-03,China southern airlines customer review,1.0,Not informed,Economy Class,3.0,2.0,1.0,1.0,1.0,False,71,Not informed,Not informed,Not informed,Not informed,-1.0,-1.0,China Southern Airlines,China,False
2013-07-03,China southern airlines customer review,7.0,Not informed,Economy Class,4.0,4.0,4.0,-1.0,5.0,True,72,Not informed,Not informed,Not informed,Not informed,-1.0,-1.0,China Southern Airlines,China,False
2013-07-10,China southern airlines customer review,-1.0,Not informed,Economy Class,2.0,2.0,3.0,1.0,3.0,False,73,Not informed,Not informed,Not informed,Not informed,-1.0,-1.0,China Southern Airlines,China,False
2013-07-10,China southern airlines customer review,8.0,Not informed,Business Class,4.0,5.0,3.0,4.0,5.0,True,74,Not informed,Not informed,Not informed,Not informed,-1.0,-1.0,China Southern Airlines,China,False
2013-07-14,China southern airlines customer review,7.0,Not informed,Economy Class,4.0,3.0,3.0,4.0,5.0,True,75,Not informed,Not informed,Not informed,Not informed,-1.0,-1.0,China Southern Airlines,China,False
2013-07-15,China southern airlines customer review,7.0,Not informed,Economy Class,2.0,3.0,3.0,4.0,4.0,True,76,Not informed,Not informed,Not informed,Not informed,-1.0,-1.0,China Southern Airlines,China,False
2013-07-23,China southern airlines customer review,8.0,Not informed,Economy Class,5.0,3.0,3.0,5.0,5.0,True,77,Not informed,Not informed,Not informed,Not informed,-1.0,-1.0,China Southern Airlines,China,False
2013-07-28,China southern airlines customer review,1.0,Not informed,Economy Class,2.0,2.0,1.0,-1.0,2.0,False,78,Not informed,Not informed,Not informed,Not informed,-1.0,-1.0,China Southern Airlines,China,False
2013-07-31,China southern airlines customer review,10.0,Not informed,Economy Class,5.0,4.0,4.0,5.0,4.0,True,79,Not informed,Not informed,Not informed,Not informed,-1.0,-1.0,China Southern Airlines,China,False
2013-07-31,China southern airlines customer review,9.0,Not informed,Premium Economy,5.0,4.0,4.0,4.0,4.0,True,80,Not informed,Not informed,Not informed,Not informed,-1.0,-1.0,China Southern Airlines,China,False
2013-08-01,China southern airlines customer review,10.0,Not informed,Economy Class,5.0,5.0,5.0,3.0,5.0,True,81,Not informed,Not informed,Not informed,Not informed,-1.0,-1.0,China Southern Airlines,China,False
2013-08-15,China southern airlines customer review,9.0,Not informed,Business Class,5.0,5.0,4.0,3.0,5.0,True,82,Not informed,Not informed,Not informed,Not informed,-1.0,-1.0,China Southern Airlines,China,False
2013-08-15,China southern airlines customer review,-1.0,Not informed,Economy Class,4.0,1.0,1.0,1.0,1.0,False,83,Not informed,Not informed,Not informed,Not informed,-1.0,-1.0,China Southern Airlines,China,False
2013-08-15,China southern airlines customer review,1.0,Not informed,Premium Economy,2.0,1.0,1.0,3.0,2.0,False,84,Not informed,Not informed,Not informed,Not informed,-1.0,-1.0,China Southern Airlines,China,False
2013-08-15,China southern airlines customer review,-1.0,Not informed,Economy Class,4.0,1.0,1.0,1.0,1.0,False,85,Not informed,Not informed,Not informed,Not informed,-1.0,-1.0,China Southern Airlines,China,False
2013-08-19,China southern airlines customer review,5.0,Not informed,Economy Class,2.0,-1.0,2.0,1.0,3.0,True,86,Not informed,Not informed,Not informed,Not informed,-1.0,-1.0,China Southern Airlines,China,False
2013-08-19,China southern airlines customer review,9.0,Not informed,Economy Class,3.0,5.0,4.0,3.0,5.0,True,87,Not informed,Not informed,Not informed,Not informed,-1.0,-1.0,China Southern Airlines,China,False
2013-08-19,China southern airlines customer review,8.0,Not informed,Economy Class,4.0,5.0,3.0,4.0,4.0,True,88,Not informed,Not informed,Not informed,Not informed,-1.0,-1.0,China Southern Airlines,China,False
2013-08-20,China southern airlines customer review,2.0,Not informed,Economy Class,3.0,2.0,1.0,2.0,3.0,False,89,Not informed,Not informed,Not informed,Not informed,-1.0,-1.0,China Southern Airlines,China,False
2013-08-21,China southern airlines customer review,9.0,Not informed,Economy Class,4.0,4.0,5.0,5.0,5.0,True,90,Not informed,Not informed,Not informed,Not informed,-1.0,-1.0,China Southern Airlines,China,False
2013-08-22,China southern airlines customer review,6.0,Not informed,Economy Class,4.0,3.0,2.0,2.0,4.0,True,91,Not informed,Not informed,Not informed,Not informed,-1.0,-1.0,China Southern Airlines,China,False
2013-08-26,China southern airlines customer review,3.0,Not informed,Economy Class,3.0,2.0,2.0,1.0,2.0,False,92,Not informed,Not informed,Not informed,Not informed,-1.0,-1.0,China Southern Airlines,China,False
2013-08-26,China southern airlines customer review,8.0,Not informed,Business Class,5.0,5.0,4.0,3.0,5.0,True,93,Not informed,Not informed,Not informed,Not informed,-1.0,-1.0,China Southern Airlines,China,False
2013-08-28,China southern airlines customer review,1.0,Not informed,Economy Class,2.0,3.0,1.0,1.0,3.0,False,94,Not informed,Not informed,Not informed,Not informed,-1.0,-1.0,China Southern Airlines,China,False
2013-08-29,China southern airlines customer review,10.0,Not informed,Economy Class,4.0,5.0,4.0,3.0,5.0,True,95,Not informed,Not informed,Not informed,Not informed,-1.0,-1.0,China Southern Airlines,China,False
2013-09-03,China southern airlines customer review,2.0,Not informed,Economy Class,2.0,2.0,1.0,3.0,1.0,False,96,Not informed,Not informed,Not informed,Not informed,-1.0,-1.0,China Southern Airlines,China,False
2013-09-04,China southern airlines customer review,8.0,Not informed,Business Class,4.0,4.0,4.0,4.0,5.0,True,97,Not informed,Not informed,Not informed,Not informed,-1.0,-1.0,China Southern Airlines,China,False
2013-09-04,China southern airlines customer review,6.0,Not informed,Economy Class,4.0,3.0,3.0,4.0,3.0,True,98,Not informed,Not informed,Not informed,Not informed,-1.0,-1.0,China Southern Airlines,China,False
2013-09-05,China southern airlines customer review,10.0,Not informed,Economy Class,4.0,4.0,3.0,3.0,5.0,True,99,Not informed,Not informed,Not informed,Not informed,-1.0,-1.0,China Southern Airlines,China,False
2013-09-08,China southern airlines customer review,5.0,Not informed,Business Class,3.0,5.0,3.0,3.0,4.0,False,100,Not informed,Not informed,Not informed,Not informed,-1.0,-1.0,China Southern Airlines,China,False
2013-09-09,China southern airlines customer review,8.0,Not informed,Economy Class,4.0,4.0,4.0,3.0,5.0,True,101,Not informed,Not informed,Not informed,Not informed,-1.0,-1.0,China Southern Airlines,China,False
2013-09-09,China southern airlines customer review,8.0,Not informed,Economy Class,4.0,4.0,4.0,4.0,5.0,True,102,Not informed,Not informed,Not informed,Not informed,-1.0,-1.0,China Southern Airlines,China,False
2013-09-10,China southern airlines customer review,7.0,Not informed,Economy Class,3.0,5.0,4.0,3.0,4.0,True,103,Not informed,Not informed,Not informed,Not informed,-1.0,-1.0,China Southern Airlines,China,False
2013-09-11,China southern airlines customer review,10.0,Not informed,Economy Class,5.0,4.0,4.0,5.0,5.0,True,104,Not informed,Not informed,Not informed,Not informed,-1.0,-1.0,China Southern Airlines,China,False
2013-09-15,China southern airlines customer review,-1.0,Not informed,Economy Class,3.0,1.0,1.0,1.0,1.0,False,105,Not informed,Not informed,Not informed,Not informed,-1.0,-1.0,China Southern Airlines,China,False
2013-09-15,China southern airlines customer review,-1.0,Not informed,Economy Class,3.0,1.0,1.0,1.0,1.0,False,106,Not informed,Not informed,Not informed,Not informed,-1.0,-1.0,China Southern Airlines,China,False
2013-09-15,China southern airlines customer review,-1.0,Not informed,Economy Class,3.0,1.0,1.0,1.0,1.0,False,107,Not informed,Not informed,Not informed,Not informed,-1.0,-1.0,China Southern Airlines,China,False
2013-09-16,China southern airlines customer review,9.0,Not informed,Business Class,5.0,4.0,3.0,3.0,5.0,True,108,Not informed,Not informed,Not informed,Not informed,-1.0,-1.0,China Southern Airlines,China,False
2013-09-16,China southern airlines customer review,5.0,Not informed,Economy Class,3.0,2.0,2.0,4.0,3.0,True,109,Not informed,Not informed,Not informed,Not informed,-1.0,-1.0,China Southern Airlines,China,False
2013-09-22,China southern airlines customer review,3.0,Not informed,Business Class,1.0,1.0,2.0,1.0,1.0,False,110,Not informed,Not informed,Not informed,Not informed,-1.0,-1.0,China Southern Airlines,China,False
2013-09-24,China southern airlines customer review,7.0,Not informed,Economy Class,4.0,2.0,4.0,1.0,4.0,True,111,Not informed,Not informed,Not informed,Not informed,-1.0,-1.0,China Southern Airlines,China,False
2013-09-24,China southern airlines customer review,10.0,Not informed,Economy Class,3.0,5.0,5.0,4.0,5.0,True,112,Not informed,Not informed,Not informed,Not informed,-1.0,-1.0,China Southern Airlines,China,False
2013-09-24,China southern airlines customer review,10.0,Not informed,Economy Class,3.0,5.0,5.0,4.0,5.0,True,113,Not informed,Not informed,Not informed,Not informed,-1.0,-1.0,China Southern Airlines,China,False
2013-09-24,China southern airlines customer review,10.0,Not informed,Economy Class,3.0,5.0,5.0,4.0,5.0,True,114,Not informed,Not informed,Not informed,Not informed,-1.0,-1.0,China Southern Airlines,China,False
2013-09-25,China southern airlines customer review,-1.0,Not informed,Economy Class,3.0,2.0,2.0,1.0,1.0,False,115,Not informed,Not informed,Not informed,Not informed,-1.0,-1.0,China Southern Airlines,China,False
2013-09-26,China southern airlines customer review,2.0,Not informed,Economy Class,2.0,2.0,1.0,1.0,2.0,False,116,Not informed,Not informed,Not informed,Not informed,-1.0,-1.0,China Southern Airlines,China,False
2013-10-01,China southern airlines customer review,9.0,Not informed,Business Class,5.0,4.0,3.0,2.0,5.0,True,117,Not informed,Not informed,Not informed,Not informed,-1.0,-1.0,China Southern Airlines,China,False
2013-10-01,China southern airlines customer review,4.0,Not informed,Economy Class,3.0,2.0,3.0,-1.0,3.0,False,118,Not informed,Not informed,Not informed,Not informed,-1.0,-1.0,China Southern Airlines,China,False
2013-10-01,China southern airlines customer review,8.0,Not informed,Business Class,4.0,4.0,3.0,-1.0,5.0,True,119,Not informed,Not informed,Not informed,Not informed,-1.0,-1.0,China Southern Airlines,China,False
2013-10-06,China southern airlines customer review,1.0,Not informed,Economy Class,3.0,1.0,1.0,3.0,1.0,False,120,Not informed,Not informed,Not informed,Not informed,-1.0,-1.0,China Southern Airlines,China,False
2013-10-09,China southern airlines customer review,8.0,Not informed,Economy Class,4.0,4.0,4.0,4.0,4.0,True,121,Not informed,Not informed,Not informed,Not informed,-1.0,-1.0,China Southern Airlines,China,False
2013-10-13,China southern airlines customer review,9.0,Not informed,Economy Class,4.0,4.0,4.0,4.0,5.0,True,122,Not informed,Not informed,Not informed,Not informed,-1.0,-1.0,China Southern Airlines,China,False
2013-10-20,China southern airlines customer review,3.0,Not informed,Economy Class,1.0,2.0,2.0,1.0,3.0,False,123,Not informed,Not informed,Not informed,Not informed,-1.0,-1.0,China Southern Airlines,China,False
2013-10-20,China southern airlines customer review,6.0,Not informed,Economy Class,2.0,3.0,3.0,2.0,3.0,False,124,Not informed,Not informed,Not informed,Not informed,-1.0,-1.0,China Southern Airlines,China,False
2013-10-23,China southern airlines customer review,8.0,Not informed,Economy Class,4.0,4.0,3.0,5.0,5.0,True,125,Not informed,Not informed,Not informed,Not informed,-1.0,-1.0,China Southern Airlines,China,False
2013-10-28,China southern airlines customer review,8.0,Not informed,Economy Class,4.0,3.0,2.0,5.0,5.0,True,126,Not informed,Not informed,Not informed,Not informed,-1.0,-1.0,China Southern Airlines,China,False
2013-10-28,China southern airlines customer review,9.0,Not informed,Business Class,5.0,4.0,4.0,3.0,5.0,True,127,Not informed,Not informed,Not informed,Not informed,-1.0,-1.0,China Southern Airlines,China,False
2013-10-29,China southern airlines customer review,9.0,Not informed,Economy Class,4.0,4.0,4.0,3.0,4.0,True,128,Not informed,Not informed,Not informed,Not informed,-1.0,-1.0,China Southern Airlines,China,False
2013-10-29,China southern airlines customer review,1.0,Not informed,Economy Class,1.0,1.0,1.0,1.0,1.0,False,129,Not informed,Not informed,Not informed,Not informed,-1.0,-1.0,China Southern Airlines,China,False
2013-10-30,China southern airlines customer review,-1.0,Not informed,Premium Economy,3.0,3.0,3.0,3.0,3.0,False,130,Not informed,Not informed,Not informed,Not informed,-1.0,-1.0,China Southern Airlines,China,False
2013-11-06,China southern airlines customer review,1.0,Not informed,Business Class,3.0,1.0,1.0,-1.0,2.0,False,131,Not informed,Not informed,Not informed,Not informed,-1.0,-1.0,China Southern Airlines,China,False
2013-11-07,China southern airlines customer review,2.0,Not informed,Economy Class,3.0,1.0,3.0,-1.0,-1.0,False,132,Not informed,Not informed,Not informed,Not informed,-1.0,-1.0,China Southern Airlines,China,False
2013-11-08,China southern airlines customer review,3.0,Not informed,Business Class,3.0,1.0,1.0,1.0,3.0,False,133,Not informed,Not informed,Not informed,Not informed,-1.0,-1.0,China Southern Airlines,China,False
2013-11-08,China southern airlines customer review,2.0,Not informed,Economy Class,1.0,1.0,1.0,1.0,1.0,False,134,Not informed,Not informed,Not informed,Not informed,-1.0,-1.0,China Southern Airlines,China,False
2013-11-08,China southern airlines customer review,1.0,Not informed,Economy Class,1.0,1.0,1.0,1.0,1.0,False,135,Not informed,Not informed,Not informed,Not informed,-1.0,-1.0,China Southern Airlines,China,False
2013-11-08,China southern airlines customer review,8.0,Not informed,Economy Class,4.0,4.0,4.0,4.0,5.0,True,136,Not informed,Not informed,Not informed,Not informed,-1.0,-1.0,China Southern Airlines,China,False
2013-11-08,China southern airlines customer review,8.0,Not informed,Economy Class,3.0,4.0,3.0,3.0,3.0,True,137,Not informed,Not informed,Not informed,Not informed,-1.0,-1.0,China Southern Airlines,China,False
2013-11-11,China southern airlines customer review,2.0,Not informed,Economy Class,2.0,1.0,1.0,2.0,2.0,False,138,Not informed,Not informed,Not informed,Not informed,-1.0,-1.0,China Southern Airlines,China,False
2013-11-12,China southern airlines customer review,8.0,Not informed,Economy Class,4.0,4.0,4.0,3.0,4.0,True,139,Not informed,Not informed,Not informed,Not informed,-1.0,-1.0,China Southern Airlines,China,False
