date,header,rating,content,Seat Type,Seat Comfort,Cabin Staff Service,Food & Beverages,Inflight Entertainment,Value For Money,Recommended,id,Aircraft,Type Of Traveller,Route,Date Flown,Ground Service,Wifi & Connectivity,airline_name,country
2013-02-14,China Southern Airlines customer review,8,Shenyang to Beijing then Beijing to Amsterdam. The crew were kind and helpful. I was impressed by the way they treated the economy class passengers. However the inflight entertainment was not that great. I will fly with them in the future.,Economy Class,4,5,3,3,4,yes,11,,,,,,,China Southern Airlines,China
2013-02-25,China Southern Airlines customer review,8,Flew Sydney-Guangzhou-Paris-Madrid-Amsterdam-Guangzhou-Sydney late last year predominately with China Southern but with an occasional flight with partners. Incredibly cheap you do however get what you pay for in many ways. It really is a back to basics airline. Most flights did not have individual TV screens but only overhead screens although they did play pretty good movies. Seats surprisingly comfortable and somewhat better leg room than other long haul economy. Food basic yet tasty and quite palatable. The staff are overwhelmingly Chinese but skills in European languages (or at least English and French) are quite basic enough to get the drink you want but a woman near me seemed to find it quite hard to communicate her query about transfers in Guangzhou. Altogether I'd say the trade offs are well worth the price savings to be made a good but basic experience for a great price.,Economy Class,4,3,3,2,5,yes,12,,,,,,,China Southern Airlines,China
2013-02-28,China Southern Airlines customer review,9,I must give praise to China Southern Airlines. CZ351 from CAN to MEL spacious aircraft was very welcoming. The flight crew's superb service food and drinks made the trip enjoyable. China Southern Airlines is highly recommended.,Economy Class,4,5,5,4,5,yes,13,,,,,,,China Southern Airlines,China
2013-03-04,China Southern Airlines customer review,8,Guangzhou to Qingdao flight delayed about 45 minutes due to military exercise. Cabin crew professional service on board comfortable travel at a great price. Especially food delicious noodle. The entertainment facilities are poor.,Economy Class,4,4,5,3,5,yes,14,,,,,,,China Southern Airlines,China
2013-03-07,China Southern Airlines customer review,,Auckland-Beijing-Guangzhou-Amsterdam return. Aircraft was very nice the cabin crew although with very limited English were polite and helpful the Ground support was atrocious as was the communication between CS and the passengers re: timing giving instructions and advising the delay of flights. We were delayed missed a connection were flying business class and ended up sleeping in a terminal in Amsterdam we had no idea the flight was late until we arrived at the next check in gate. Had left 1.5 hours between flights - not enough. On the return luckily we arrived at the airport 2 hours before departure it took 1 hr 45 mins to get the boarding passes. We were advised that we needed a VISA for Australia although were only transiting 45 mins in Melbourne. This took 1 hr 45mins to resolve.,Business Class,5,3,5,4,2,no,15,,,,,,,China Southern Airlines,China
2013-03-07,China Southern Airlines customer review,7,I have flown China Southern twice now to Nanning from Brisbane I was happy with the service and the international flights but twice now on leaving Nanning they change the return flight times - very frustrating. I had booked premium economy and ended up in economy for the flight to Guangzhou. If I had not had local help I don't know what the outcome would have been. I like the airline but their chopping and changing is a nightmare for the international traveler.,Premium Economy,4,4,4,1,5,yes,16,,,,,,,China Southern Airlines,China
2013-03-18,China Southern Airlines customer review,8,Osaka (Kansai) to Guangzhou (Baiyun). Airbus A321 from Osaka to China in business class. A smaller plane with older type business class seats but very comfortable for a short international flight of under 4 hours. Flight attendants were polite and the food was excellent. Guangzhou (Baiyun) to Auckland. Airbus A330 from China to Auckland in business class. Superb flat reclining seats (not angled like many other airlines). Nice thick blanket and fluffy pillow. I could get a great nights sleep on this overnight flight to New Zealand. Dinner and breakfast served. Both of which were were delicious. Flight attendants excellent. Their business class fares from Japan were very cheap and I definitely got my money's worth. The China Southern lounge in Guangzhou was nice. Food drinks and seating were all up to scratch.,Business Class,5,4,4,4,4,yes,17,,,,,,,China Southern Airlines,China
2013-03-21,China Southern Airlines customer review,9,HAK—CAN—MEL economy. I have flown China Southern twice and knew their seat was a little narrow and uncomfortable. When I arrived the check-in counter I told the staff that I want a front seat and special meal in my flights. I could not believe that I got the first row aisle seat and successfully booked my special meal. If they can maintain the level of their service as this time I will continue to fly with them in the future!,Economy Class,3,4,3,4,4,yes,18,,,,,,,China Southern Airlines,China
2013-03-22,China Southern Airlines customer review,5,Business class to Singapore from LAX. My recommendation is to select even number rows to avoid being disturbed by people passing by. The seats are poorly designed and obvious wasted space for reading materials should have been used for added comfort for the passenger. The extra pillow can be used to soften the side area and asking for an extra blanket can add softness to the hard seat. The video selection is limited and food selection is poor. The stewardess did not appear to have a working system and my partner received her food much later than us. We booked mainly because of the price and have decided to pay the extra money for now on to get the quality we want. We will not use China Southern based on lack of comfort and poor food quality.,Business Class,2,3,2,3,3,no,19,,,,,,,China Southern Airlines,China
2013-03-22,China Southern Airlines customer review,5,Business class to Singapore from LAX. My recommendation is to select even number rows to avoid being disturbed by people passing by. The seats are poorly designed and obvious wasted space for reading materials should have been used for added comfort for the passenger. The extra pillow can be used to soften the side area and asking for an extra blanket can add softness to the hard seat. The video selection is limited and food selection is poor. The stewardess did not appear to have a working system and my partner received her food much later than us. We booked mainly because of the price and have decided to pay the extra money for now on to get the quality we want. We will not use China Southern based on lack of comfort and poor food quality.,Business Class,2,3,2,3,3,no,20,,,,,,,China Southern Airlines,China
2013-03-25,China Southern Airlines customer review,9,Shenzhen to Beijing. When it looked like a delay was possible they arranged for us to move to another gate where a back-up plane was ready. I was greeted by name by flight attendants. One even stopped to give me a small Chinese lesson so I could order my food in Chinese! I found the food simple but delicious. At check-in a young lady directed me from the general area to a special lane for Sky Priority members which I had forgotten. The check-in was very fast and there is a special line for security as well which was nice.,Economy Class,4,5,5,4,5,yes,21,,,,,,,China Southern Airlines,China
2013-03-25,China Southern Airlines customer review,9,Shenzhen to Beijing. When it looked like a delay was possible they arranged for us to move to another gate where a back-up plane was ready. I was greeted by name by flight attendants. One even stopped to give me a small Chinese lesson so I could order my food in Chinese! I found the food simple but delicious. At check-in a young lady directed me from the general area to a special lane for Sky Priority members which I had forgotten. The check-in was very fast and there is a special line for security as well which was nice.,Economy Class,4,5,5,4,5,yes,22,,,,,,,China Southern Airlines,China
2013-03-25,China Southern Airlines customer review,8,Shenzhen-Hangzhou-Shenzhen in First Class. Checkin very fast and staff helpful. CZ lounge very nice and quiet. Priority Boarding perfect. The crew speak good english. Comfortable travel at a great price. Food and drinks delicious enough.,First Class,4,4,4,N/A,4,yes,23,,,,,,,China Southern Airlines,China
2013-03-27,China Southern Airlines customer review,8,Shenzhen to Taipei. At airport check-in and security-check was fast the international terminal is small but nice. All flights were boarded by shuttle bus. The plane was an A321 and the premium economy class is good. Perfect legroom and helpful staff. Food is pretty good but there is seldom choice for drinks.,Premium Economy,4,4,4,4,4,yes,24,,,,,,,China Southern Airlines,China
2013-04-01,China Southern Airlines customer review,8,Shenzhen to Shanghai. Check in at Shenzhen smooth as usual friendly and efficient. Lounge is available and acceptable. Hot Food and Drinks as well as wifi and English Newspapers. Flight was delayed due to ATC in Shanghai. No announcements in English even though half of the flight were westerners. Once on board the seat was like a rock. Not comfortable at all but at the end of a long week I just wanted to get to Shanghai. Flight attendant provided great service food choices were good and filled the void. Drinks and dessert were of good calibre. Good value for the money for flights in China.,First Class,1,5,4,3,4,yes,25,,,,,,,China Southern Airlines,China
2013-04-02,China Southern Airlines customer review,7,Flew MEL - CAN - KTM return. As per previous reviews CZ lacks inflight entertainment. Took IPad with movies so no problem. Overall service was good food is a little bland however flight attendants were relatively attentive with plenty of drinks on offer particularly warm water(?). Flights were all on time and planes were relatively new.,Economy Class,4,3,3,3,4,yes,26,,,,,,,China Southern Airlines,China
2013-04-04,China Southern Airlines customer review,7,Premium Economy from CAN to AKL return. Leg room in PE cabin is more than adequate. As both flights are over-night flights (more than 11 hours flying time) extra leg room can make your journey a lot more comfortable. Check-in in CAN is a bit chaotic as CZ did not use the air-bridge. However in AKL it was much nicer and organised. Priority boarding offered to PE customers. Average IFE (Limited choices of English movies and the selections are not on par with SQ CX NZ and the like. However the system is more than adequate for a Chinese-speaking traveller as the choices for him/her are sufficient). Catering onboard is acceptable. No English announcement from the Captain/First Officer. English skills of the cabin crew need to be improved. Overall two pleasant flights with relatively cheap price. I would recommend CZ if the quality of IFE is not on your top list when you travel.,Premium Economy,4,3,3,3,4,yes,27,,,,,,,China Southern Airlines,China
2013-04-04,China Southern Airlines customer review,7,Premium Economy from CAN to AKL return. Leg room in PE cabin is more than adequate. As both flights are over-night flights (more than 11 hours flying time) extra leg room can make your journey a lot more comfortable. Check-in in CAN is a bit chaotic as CZ did not use the air-bridge. However in AKL it was much nicer and organised. Priority boarding offered to PE customers. Average IFE (Limited choices of English movies and the selections are not on par with SQ CX NZ and the like. However the system is more than adequate for a Chinese-speaking traveller as the choices for him/her are sufficient). Catering onboard is acceptable. No English announcement from the Captain/First Officer. English skills of the cabin crew need to be improved. Overall two pleasant flights with relatively cheap price. I would recommend CZ if the quality of IFE is not on your top list when you travel.,Premium Economy,4,3,3,3,4,yes,28,,,,,,,China Southern Airlines,China
2013-04-16,China Southern Airlines customer review,9,CAN-CDG and LHR-CAN in Business Class. CAN-CDG on an A330-200 not new but properly managed. Business class seats are not fully lie flat but angled flat beds and a bit small to me. When I boarded the cabin crew greeted me. Service was attentive and they kept refilling my glass. I reserved a special meal and it was good. As we all know the in-flight entertainment of CZ isn't that impressive but I have my Pad. Good Skyteam transit experience in CDG for my connecting flight to CPH but the AF lounge was packed! LHR-CAN on another A330-200. Not full again so it was another quiet trip food was good and service was still great. Again return from China to Europe (including a round trip ticket to CPH) in business is the cheapest ticket I can get CZ might not offer fancy in-flight entertainment nor great food like CX or TK but they offer you a comfortable seat with great attentive service. I will definitely travel with CZ again in future.,Business Class,5,5,4,4,5,yes,29,,,,,,,China Southern Airlines,China
2013-04-17,China Southern Airlines customer review,8,Shenyang to Guangzhou and Guangzhou to Sydney February 2013. Overall excellent value for money. Flights were on time along with my bags food good and service attentive although English language not always good. IFE poor. Transfer in Guangzhou not that easy: Outbound took 2.5 hrs to get short stay permit to transit for 19 hrs but then taken to Pullman Hotel which was great. Return flight permit no problem but transit hotel was Good East which was dreadful so spent most of the time in the business lounge which was good. Seats spacious and comfortable - converts to flat bed.,Economy Class,4,4,3,3,4,yes,30,,,,,,,China Southern Airlines,China
2013-04-21,China Southern Airlines customer review,7,The ground staff were very attentive at YVR Vancouver airport. YVR-CAN-PER went very well. The lounge at YVR was okay as was food. Boarding efficient. Chief Purser in flight was also very friendly attentive and patient on board.,Business Class,3,5,4,4,4,yes,31,,,,,,,China Southern Airlines,China
2013-04-22,China Southern Airlines customer review,6,Flew Sydney to Guangzhou return in economy. Flight leaving Sydney and Guangzhou about 30 mins late. Food was notably better out of Sydney (OK) than Guangzhou (Terrible). However both ways the food was not hot (just lukewarm). Out of Sydney the hostess served me coffee in a plastic cup rather than in the coffee cup on the tray (odd). It appears on flights to and from Australia they have employed 1 native English speaker as cabin crew. The cabin crew friendly and reasonably efficient. The cabin (A330) was not well maintained. My seat on the return leg to Sydney was broken and the bathrooms were the dirtiest I've seen on my travels. Entertainment is very limited (bring your own). While my review appears mostly negative I think they do offer value for money.,Economy Class,3,3,2,2,4,yes,32,,,,,,,China Southern Airlines,China
2013-04-28,China Southern Airlines customer review,10,LHR-CAN-AKL. Flew both directions Business Class in March 2013. New A330s with flat bed. All flights were extremely comfortable and landed ahead of schedule. As 3 flights were overnight I didn't bother with the IFE too much. Bed was comfortable so I slept most of the time. Disappointed the in-flight map only worked on LHR-CAN flight but that's just something I like. Staff were very courteous and I didn't experience any particular language problem. Food was plentiful. After a couple of flights it was easy to pick and choose the courses you wanted. Service in Guangzhou in both directions was great. I was met at the door of the plane by airport staff marched through transit and within ten minutes was sat in the business lounge which I found pleasant and uncrowded. Plenty of relaxing chairs. I will definitely use them for the Australia/New Zealand run again just for the out and out comfort of the seat/bed alone not forgetting the unbeatable price.,Business Class,5,4,3,3,5,yes,33,,,,,,,China Southern Airlines,China
2013-04-28,China Southern Airlines customer review,9,Two flights - Tokyo to Guangzhou and Guangzhou to Sydney. Although limited movies this was easily overcome by bringing an ipad. The food was equivalent to airline food pleasant but not great. The staff were very helpful and courteous at all times. I would book again.,Economy Class,5,5,4,4,5,yes,34,,,,,,,China Southern Airlines,China
2013-05-05,China Southern Airlines customer review,7,One of many business class trips made on China Southern. I must say that the seats on business class are of old design and not as comfortable as some newer designs since it cannot go to 180 degree as yet. The cabin crews were friendly as usual but you can also sense some are really inexperienced. Overall all my flights total 4 of them being Melbourne - Guangzhou Guangzhou - Beijing Beijing - Guangzhou and Guangzhou - Melbourne were all on time. I was happy with the experience.,Business Class,3,5,4,3,4,yes,35,,,,,,,China Southern Airlines,China
2013-05-10,China Southern Airlines customer review,2,Round trip Melbourne - Guangzhou - Melbourne. Leg room is good. However service is bad. The airplane equipped with some big screen TV (not individual LCD like other airlines) with no sound and you have no choice but to watch their chosen programs. However on my trips the TV was not working. When we complained to stewardess she acknowledged the problem but did nothing to fix it. Not even an apology. No music channels provided. On the food front if you are Asian then you will get either rice or noodle automatically (unless you complain and request Western food). It also the only airline serves beverages that are not chilled. Even beer is warm. I don't think I'll fly with them again.,Economy Class,3,1,1,1,2,no,36,,,,,,,China Southern Airlines,China
2013-05-12,China Southern Airlines customer review,6,Domestic flight in China from Harbin to Beijing. Booked the ticket at noon on the day of departure. I still got 20% off the price. The service was ok the dinner was awful as usual. Chicken rice and beef noodle. Airbus A320 is kind of new but it has no individual entertainment system just a few common used televisions over our heads. Barely nobody watch that. The whole flight was average.,Economy Class,3,3,3,2,2,yes,37,,,,,,,China Southern Airlines,China
2013-05-13,China Southern Airlines customer review,5,Xian to Chengdu 11 May. Nice modern 737. There was a delay of over 30 minutes. They served some water and a small sandwich while we waited. Once the aircraft departed there was no service at all. Most of the staff stayed seated until the plane was due to land. There was no food or drink served. Not even water. Not really good enough for a 4 star airline.,Economy Class,3,3,2,2,3,no,38,,,,,,,China Southern Airlines,China
2013-05-13,China Southern Airlines customer review,7,Taipei To Guilin 1 May. The service was quite good as was the meal although it was quite small. There was no IFE which was a pity for an international flight of nearly 2 hours. The 737 was new and well maintained.,Economy Class,4,4,3,2,3,yes,39,,,,,,,China Southern Airlines,China
2013-05-13,China Southern Airlines customer review,7,Taipei To Guilin 1 May. The service was quite good as was the meal although it was quite small. There was no IFE which was a pity for an international flight of nearly 2 hours. The 737 was new and well maintained.,Economy Class,4,4,3,2,3,yes,40,,,,,,,China Southern Airlines,China
2013-05-14,China Southern Airlines customer review,7,Shanghai Hongqiao-Guangzhou return with fairly new A330-300 touch-screen AVOD is excellent! Lots of the latest movies even for a 1hr 45 minutes domestic flight. 1hr delay for both ways due to aircraft late arrival. Cabin crew quite young and unprofessional but polite anyway. Food awful and tasteless.,Premium Economy,5,4,2,5,4,yes,41,,,,,,,China Southern Airlines,China
2013-05-15,China Southern Airlines customer review,5,Travelled recently Auckland-Guangzhou-London return. While this trip was very competitively priced and we were quite happy with the level of seat/bed comfort we were disappointed with the English language skills of the cabin crew who were very willing to be of service but often simply couldn't understand us. The meals were interesting and generous in quantity but there was virtually no choice of alcohol with our dinner and it wasn't offered until we asked. There also seemed to be no comprehension of a simple western breakfast: muesli yoghurt fruit and a hot cup of tea or coffee. But our biggest complaint was that on the leg from Guangzhou to Auckland the business class cabin was full of men who coughed burped snored sniffed and hoiked into their napkins to the extent that even with ear plugs firmly in place we could not sleep. Dreadful.,Business Class,4,4,3,2,3,no,42,,,,,,,China Southern Airlines,China
2013-05-15,China Southern Airlines customer review,5,Travelled recently Auckland-Guangzhou-London return. While this trip was very competitively priced and we were quite happy with the level of seat/bed comfort we were disappointed with the English language skills of the cabin crew who were very willing to be of service but often simply couldn't understand us. The meals were interesting and generous in quantity but there was virtually no choice of alcohol with our dinner and it wasn't offered until we asked. There also seemed to be no comprehension of a simple western breakfast: muesli yoghurt fruit and a hot cup of tea or coffee. But our biggest complaint was that on the leg from Guangzhou to Auckland the business class cabin was full of men who coughed burped snored sniffed and hoiked into their napkins to the extent that even with ear plugs firmly in place we could not sleep. Dreadful.,Business Class,4,4,3,2,3,no,43,,,,,,,China Southern Airlines,China
2013-05-16,China Southern Airlines customer review,9,My wife and I recently flew with China Southern from London to Auckland NZ. We chose CS because of their very competitive price and were delighted. Modern well equipped planes polite professional staff and decent food. The icing on our cake was our 7 hour interconnection at Guangzhou when we were offered use of the Business Class lounge with comfy chairs warm showers excellent food and quality (Chinese) wine - all for free! We've flown LHR to AUK many times and this was easily our best experience. We shall most certainly fly China Southern again.,Economy Class,4,5,5,3,5,yes,44,,,,,,,China Southern Airlines,China
2013-05-19,China Southern Airlines customer review,7,LHR-PER May 2013. Booked CZ as they were GBP 200 cheaper than other airlines. Was worried after some of the reviews I read but the experience was good overall. All flights arrived on time. New airbus A330-200 on all legs. AVOD system pretty good enough to keep me entertained without getting out my iPad. Food was standard airline meals - in economy its never going to be amazing but was sufficient. Seats comfortable enough. Crew sometimes slow to respond to attention calls but plenty of self serve drinks at rear of plane. Transit at CAN is not the headache some reviewers make it out to be. Plenty of CZ ground staff there to help. Overnight stop in Guangzhou on return CZ provide accommodation for transit over 8 hours. Good 4 star hotel with buffet breakfast. For the price I'd definitely use them again only complaints are drinking water on board aircraft was always warm and some announcements were hard to understand.,Economy Class,4,3,3,3,5,yes,45,,,,,,,China Southern Airlines,China
2013-05-20,China Southern Airlines customer review,10,1352013 CAN-MEL CZ321 Seat 47k. Food quality taste quantity and presentation excellent. Wine selection was ok. Cabin and toilets were clean throughout the flight. The purser offered a personal introduction. Flight attendants were jolly and engaged passengers. Another excellent trip on China Southern!,Economy Class,5,5,5,4,5,yes,46,,,,,,,China Southern Airlines,China
2013-05-22,China Southern Airlines customer review,9,Sydney to Taipei with overnight stops in Guangzhou both ways. All flights on time. Seats were comfortable with plenty of leg room. The seats had a footrest but no headrest. No back seat screen recently released films were shown on drop down screens throughout the cabin. Great service by friendly and efficient flight attendants. Food was good and plentiful drinks were served cold and ice was available. All in all I was very impressed with China Southern and would definitely fly with them again.,Economy Class,4,5,4,N/A,5,yes,47,,,,,,,China Southern Airlines,China
2013-05-23,China Southern Airlines customer review,3,Flew last month from Dubai to Manila via Guangzhou (return). Amongst all other airlines flying from Dubai to Manila China Southern Airlines offered the cheapest ticket at that time. Flight attendants were like robots. It's as if they were not interested or happy with what they were doing. Some were a bit rude. They were always in a hurry to serve food. The blanket offered to us on our flight from Dubai to Guangzhou was not sealed in plastic I felt it was the same blanket that was used by the passengers from the previous flight. Overall you get what you pay for. Cheap ticket equals cheap and substandard service. I will never fly with this airline again unless I really have no choice.,Economy Class,3,1,3,1,3,no,48,,,,,,,China Southern Airlines,China
2013-05-27,China Southern Airlines customer review,10,Flight CZ321 from Guangzhou to Melbourne on 13th of May. My first time choosing a business class seat. The flight took off on time without any delay arrived in Melbourne 10 minutes early. Flight attendants were kind and very helpful and provided meticulous service. With the help of the earplugs I fell to sleep quickly on the comfortable seat. Dinner and breakfast delicious. They also provided a wide selection of entertainment. Good value for money.,Business Class,5,5,5,5,5,yes,49,,,,,,,China Southern Airlines,China
2013-05-27,China Southern Airlines customer review,2,Travelled in Economy class from Delhi to Los Angeles on 24th. May2013 by CZ-3028/CZ-328. Indian Vegetarian meals provided did not include bread and one had to ask for it though butter was part of meal. There was no choice of alcohol. Further though I had booked seats 2 months in advance I was not given a choice of seats. There should be some consideration for Senior Citizens. I had asked for a wheelchair for my wife but was not provided for transfer at Guangzhou airport. Further there was no elevator for passengers arriving by CZ-3028 from Delhi to climb to 1st floor.,Economy Class,2,2,2,3,3,no,50,,,,,,,China Southern Airlines,China
2013-05-27,China Southern Airlines customer review,2,Travelled in Economy class from Delhi to Los Angeles on 24th. May2013 by CZ-3028/CZ-328. Indian Vegetarian meals provided did not include bread and one had to ask for it though butter was part of meal. There was no choice of alcohol. Further though I had booked seats 2 months in advance I was not given a choice of seats. There should be some consideration for Senior Citizens. I had asked for a wheelchair for my wife but was not provided for transfer at Guangzhou airport. Further there was no elevator for passengers arriving by CZ-3028 from Delhi to climb to 1st floor.,Economy Class,2,2,2,3,3,no,51,,,,,,,China Southern Airlines,China
2013-05-28,China Southern Airlines customer review,10,Recently traveled to China and back to Melbourne. We can recommend this airline very obliging crew that gave a good service. Returned in the new A380 aircraft very comfortable.,Premium Economy,5,5,4,4,5,yes,52,,,,,,,China Southern Airlines,China
2013-05-29,China Southern Airlines customer review,1,Zhengzhou to Bangkok via Guangzhou on 28/05/2013. No whiskey only red and white wine. No food. Chicken mentioned in the menu but no chicken. First I was told that there is no fish also but it suddenly appeared after I made a noise. I asked for a complaint form. Nothing happened for some time. Then the Captain arrives and sits next to me with a sheet of paper saying that I could mention the problem and he would translate into Chinese. I said no and that I would fill it in myself. After some time a red coloured printed sheet was brought out. Cannot understand a word of what is said in English.,Business Class,1,1,1,N/A,1,no,53,,,,,,,China Southern Airlines,China
2013-05-30,China Southern Airlines customer review,1,Guangzhou to Chengdu. Plane delayed 7 hours and cabin crew did not do anything about it. No apologies we only got a bottle of water and some biscuits. Communication was very bad. Cabin crew only spoke Chinese and we therefore did not know what was going on and after asking them they could not help us. Plane was very old and there was very little leg space.,Economy Class,1,2,3,1,2,no,54,,,,,,,China Southern Airlines,China
2013-06-02,China Southern Airlines customer review,6,Auckland to London and back again. This was very much value for money but I do have a few gripes. I was told that I couldn't sit in the emergency exit seats because I don't speak Mandarin but I did see plenty of what appeared to be native English speakers in the seats when the plane took off. I'm 6ft 3ins tall and on the Heathrow to Guangzhou leg my knees were up against the seat in front even before the person in front reclined his seat. Anyone over about 5ft 10 needs to ask for seats in rows 41-37 these seats have the same leg room as premium economy without the inflated price. Not much choice for English films and they didn't change on the way back despite the inflight magazine saying that they had. I agree with other people that the staff's level of English is poor this needs to be addressed if they are seeking to get a bigger share of the European market. That said I did have the lounge in China both ways which was great even though I was only flying economy. I have flown with Singapore Malaysia Air New Zealand and Emirates in the past and would certainly use China Southern again if the price was right this time I paid $1800 all in.,Economy Class,2,3,3,1,4,yes,55,,,,,,,China Southern Airlines,China
2013-06-02,China Southern Airlines customer review,9,We were on our way home after a fantastic Wendy Wu tour. Boarded in Beijing and sat on the tarmac for 3 hours because of a storm in Guangzhou. When we finally arrived we were just in time to see our flight to Sydney take off. China Southern Airways put us in the worst hotel for the night out in the middle of nowhere. If I could have got a taxi I would have happily sat in the airport overnight. Shame on China Southern for finishing a superb holiday in this fashion.,Economy Class,4,4,4,4,4,yes,56,,,,,,,China Southern Airlines,China
